customerID,Dependents,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,gender,InternetService,Contract,PaymentMethod,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
4801-KFYKL,Yes,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Bank transfer (automatic),0,8,19.45,159.2,No
3472-OAOOR,Yes,No,Yes,Yes,No,No,No,No,Yes,Male,DSL,Month-to-month,Mailed check,0,19,34.95,610.2,No
6135-OZQVA,No,Yes,Yes,No,No,No,No,No,Yes,Female,DSL,Month-to-month,Electronic check,0,7,53.65,404.35,No
8062-YBDOE,No,No,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,1,69.65,69.65,Yes
2252-JHJGE,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Male,Fiber optic,One year,Electronic check,0,61,104.0,6363.45,No
4188-PCPIG,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Female,DSL,Two year,Credit card (automatic),0,57,70.35,4124.65,No
6000-APYLU,No,No,No,No,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,9,80.8,713.1,Yes
7105-BENQF,Yes,No,Yes,No,Yes,No,No,Yes,No,Male,DSL,One year,Mailed check,0,15,64.85,950.75,No
7721-DVEKZ,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,1,19.65,19.65,No
3566-VVORZ,No,No,No,No,No,No,No,No,No,Female,DSL,Month-to-month,Bank transfer (automatic),0,12,45.9,505.95,No
9507-HSMMZ,No,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,54,20.0,1149.65,No
2480-SQIOB,Yes,No,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,4,44.8,169.65,No
0947-IDHRQ,No,No,No,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,0,7,80.3,526.7,Yes
7813-TKCVO,No,No,No,No,No,No,No,No,No,Female,No,One year,Mailed check,0,20,20.35,393.15,No
0128-MKWSG,Yes,No,Yes,No,No,Yes,No,Yes,No,Female,DSL,Month-to-month,Mailed check,0,26,45.8,1147.0,No
3672-YITQD,No,Yes,No,No,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,36,84.1,3021.6,Yes
4350-ZTLPI,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Bank transfer (automatic),0,53,108.95,5718.2,No
9048-JVYVF,No,No,No,No,No,Yes,Yes,Yes,Yes,Male,DSL,Month-to-month,Electronic check,0,3,69.35,191.35,Yes
0361-HJRDX,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Credit card (automatic),0,68,64.35,4539.6,No
5727-MYATE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,72,90.8,6397.6,No
3823-KYNQY,No,Yes,No,No,No,No,No,No,No,Male,No,One year,Credit card (automatic),0,12,24.95,280.4,No
8988-ECPJR,Yes,Yes,No,Yes,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,1,34,79.6,2718.3,Yes
7570-WELNY,No,Yes,Yes,Yes,No,No,No,No,Yes,Female,Fiber optic,Two year,Bank transfer (automatic),0,68,84.7,5711.05,No
3021-VLNRJ,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Female,DSL,One year,Credit card (automatic),0,50,70.8,3478.15,No
3776-EKTKM,No,No,No,No,No,No,Yes,No,Yes,Female,DSL,Month-to-month,Electronic check,1,1,36.45,36.45,Yes
2080-CAZNM,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,41,104.4,4133.95,No
1028-FFNJK,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,30,101.5,2917.65,No
6907-FLBER,No,Yes,No,Yes,No,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,1,54.3,54.3,No
3001-UNBTL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,29,103.95,2964.8,No
5982-PSMKW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,DSL,Two year,Credit card (automatic),0,23,91.1,2198.3,No
3507-GASNP,Yes,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,60,19.95,1189.9,No
7096-ZNBZI,No,Yes,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,72,26.45,1914.5,No
1902-XBTFB,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,22,89.4,2001.5,Yes
1676-MQAOA,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Male,DSL,Two year,Bank transfer (automatic),0,72,75.1,5336.35,No
0786-IVLAW,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Female,Fiber optic,One year,Bank transfer (automatic),1,66,108.1,7238.6,No
7566-DSRLQ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Electronic check,0,72,110.15,7998.8,No
0643-OKLRP,No,Yes,Yes,No,No,No,No,No,No,Female,Fiber optic,Month-to-month,Electronic check,1,47,80.35,3825.85,Yes
7245-JMTTQ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Electronic check,0,51,111.5,5703.25,No
6050-IJRHS,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Electronic check,0,70,106.5,7397.0,No
6202-JVYEU,No,No,No,No,No,No,No,No,Yes,Male,No,One year,Electronic check,0,9,19.9,164.6,No
8591-TKMZH,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Mailed check,0,59,111.1,6555.2,No
0734-OXWBT,Yes,No,No,No,No,Yes,Yes,Yes,No,Male,DSL,Month-to-month,Mailed check,0,3,70.7,225.65,No
4282-ACRXS,No,No,No,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Electronic check,1,38,24.85,955.75,No
0365-TRTPY,No,Yes,Yes,Yes,Yes,No,No,No,No,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,37,91.2,3382.3,No
7349-ALMUX,No,No,Yes,Yes,Yes,Yes,No,No,No,Male,DSL,Two year,Bank transfer (automatic),0,37,65.6,2313.8,No
9381-NDKME,No,No,No,No,Yes,No,No,Yes,Yes,Female,DSL,Month-to-month,Credit card (automatic),1,24,40.65,933.3,Yes
6502-KUGLL,Yes,No,Yes,Yes,No,Yes,No,No,No,Female,DSL,Month-to-month,Bank transfer (automatic),0,14,59.45,780.85,No
1841-YSJGV,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Credit card (automatic),0,72,109.95,7852.4,No
2794-XIMMO,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,One year,Electronic check,0,53,60.45,3184.25,Yes
8382-SHQEH,No,Yes,No,No,No,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,8,84.9,764.95,Yes
3511-BFTJW,Yes,No,Yes,Yes,Yes,No,No,No,No,Male,DSL,Two year,Credit card (automatic),0,72,38.5,2763.0,No
7668-XCFYV,No,Yes,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,17,92.55,1614.7,No
2983-ZANRP,Yes,No,No,Yes,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,2,73.55,145.4,Yes
7845-URHJN,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Bank transfer (automatic),0,8,20.15,156.25,Yes
3034-ZBEQN,No,No,No,Yes,Yes,No,No,No,No,Female,DSL,One year,Mailed check,0,48,34.7,1604.5,Yes
5018-HEKFO,No,Yes,No,No,No,No,No,No,Yes,Female,No,Month-to-month,Mailed check,0,10,24.5,270.15,No
3976-NLDEZ,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,1,20.6,20.6,No
2282-YGNOR,No,No,Yes,No,Yes,Yes,No,No,No,Female,DSL,One year,Credit card (automatic),0,29,58.0,1734.5,No
5336-UFNZP,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Electronic check,1,65,107.45,7047.5,No
6854-EXGSF,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Female,DSL,Month-to-month,Bank transfer (automatic),0,8,65.5,573.15,No
1241-EZFMJ,No,Yes,No,No,No,No,No,No,No,Male,No,Two year,Bank transfer (automatic),0,61,25.45,1538.6,No
9233-PSYHO,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Bank transfer (automatic),1,45,100.15,4459.8,No
5376-PCKNB,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,One year,Credit card (automatic),0,72,104.45,7459.0,No
8044-BGWPI,Yes,No,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Electronic check,0,12,21.15,306.05,No
4060-LDNLU,No,Yes,No,No,No,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,0,7,96.2,639.7,No
3589-PPVKW,No,No,No,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Mailed check,0,9,44.4,348.15,No
8327-LZKAS,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Electronic check,1,43,107.55,4533.9,Yes
5887-IKKYO,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Male,Fiber optic,Two year,Bank transfer (automatic),0,58,94.35,5563.65,No
1075-BGWOH,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,16,98.75,1587.55,Yes
1755-RMCXH,Yes,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,2,20.3,40.25,No
0302-JOIVN,No,No,No,Yes,Yes,No,Yes,Yes,No,Female,Fiber optic,Month-to-month,Electronic check,0,8,101.15,842.9,Yes
3858-XHYJO,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Female,Fiber optic,One year,Bank transfer (automatic),0,40,105.75,4228.55,No
4299-SIMNS,No,Yes,Yes,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,9,81.15,784.45,No
7025-IWFHT,No,No,No,Yes,No,Yes,Yes,No,Yes,Male,Fiber optic,One year,Electronic check,0,41,89.55,3729.75,No
6261-LHRTG,No,No,No,Yes,Yes,No,No,No,Yes,Female,DSL,Month-to-month,Credit card (automatic),0,26,54.75,1406.9,No
7841-FCRQD,No,No,No,Yes,No,Yes,No,No,Yes,Female,DSL,One year,Credit card (automatic),0,33,53.75,1857.3,No
2056-EVGZL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Male,Fiber optic,One year,Credit card (automatic),0,68,105.75,7322.5,No
8777-MBMTS,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Credit card (automatic),1,65,105.85,6725.5,No
7753-USQYQ,No,No,No,Yes,No,Yes,No,Yes,Yes,Male,DSL,One year,Electronic check,0,55,64.2,3627.3,No
5366-IJEQJ,No,Yes,No,No,Yes,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,20,88.7,1761.45,Yes
7661-CPURM,No,No,No,No,No,Yes,No,Yes,Yes,Male,Fiber optic,One year,Credit card (automatic),0,19,87.7,1725.95,No
6233-HXJMX,No,Yes,No,No,Yes,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,45,89.3,4192.15,No
5902-WBLSE,Yes,No,No,No,No,No,No,No,Yes,Female,No,Two year,Credit card (automatic),0,70,20.15,1411.2,No
1981-INRFU,No,No,No,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,2,79.75,164.5,Yes
4971-PUYQO,No,Yes,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Mailed check,0,27,94.55,2724.6,Yes
3239-TPHPZ,No,No,No,No,No,No,No,No,Yes,Female,No,Two year,Electronic check,0,12,20.05,264.55,No
5115-GZDEL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,DSL,Two year,Credit card (automatic),0,72,67.2,4671.7,No
3338-CVVEH,No,Yes,No,No,No,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,0,12,94.55,1173.55,No
8485-GJCDN,No,No,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,1,5,69.05,318.5,Yes
2615-YVMYX,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,71,107.5,7713.55,No
2851-STERV,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Male,DSL,One year,Electronic check,1,35,73.0,2471.25,No
4393-GEADV,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,Fiber optic,Two year,Credit card (automatic),0,70,114.75,7842.3,No
8486-AYEQH,No,Yes,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,31,76.05,2227.8,No
1527-SXDPN,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Male,Fiber optic,Two year,Bank transfer (automatic),0,52,96.25,4990.25,Yes
6029-WTIPC,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,37,101.1,3744.05,Yes
8634-CILSZ,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Male,Fiber optic,One year,Bank transfer (automatic),0,69,104.7,7220.35,Yes
5419-JKZNQ,No,Yes,No,No,No,No,No,No,No,Male,Fiber optic,Month-to-month,Mailed check,1,30,77.9,2351.45,No
2495-KZNFB,No,Yes,Yes,No,No,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,33,90.65,2989.6,No
1409-PHXTF,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Electronic check,1,54,110.45,6077.75,No
4560-WQAQW,No,Yes,Yes,No,No,Yes,No,Yes,No,Female,DSL,One year,Bank transfer (automatic),0,59,68.7,4070.95,No
9591-YVTEB,No,No,Yes,Yes,No,No,Yes,No,Yes,Male,DSL,Month-to-month,Electronic check,1,55,44.85,2479.05,No
9309-BZGNT,No,No,No,No,Yes,No,No,No,Yes,Male,DSL,One year,Credit card (automatic),1,69,29.8,2134.3,No
4274-DRSQT,No,Yes,No,Yes,No,No,Yes,No,Yes,Female,Fiber optic,One year,Bank transfer (automatic),0,66,88.9,6000.1,No
2027-DNKIV,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Male,DSL,One year,Mailed check,0,37,58.75,2203.1,No
8075-GXIUB,No,No,No,No,No,No,No,No,No,Male,No,One year,Credit card (automatic),1,9,19.85,183.15,No
2885-HIJDH,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Male,DSL,Two year,Bank transfer (automatic),0,69,86.9,6194.1,No
5424-RLQLC,No,No,No,Yes,No,No,Yes,No,Yes,Male,DSL,Month-to-month,Mailed check,0,10,59.65,638.95,No
6682-QJDGB,Yes,No,Yes,Yes,No,No,No,No,Yes,Male,DSL,Month-to-month,Mailed check,0,40,55.25,2139.2,Yes
6507-DTJZV,Yes,No,No,No,No,No,Yes,Yes,No,Male,DSL,Month-to-month,Credit card (automatic),0,13,66.4,831.75,No
8780-IXSTS,No,Yes,No,Yes,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,6,90.1,521.3,Yes
7673-BQGKU,Yes,No,No,No,No,No,No,No,No,Female,No,Two year,Bank transfer (automatic),0,69,20.15,1337.5,No
6723-WSNTY,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),1,66,108.1,7181.95,No
9530-EHPOH,No,Yes,No,No,Yes,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,11,53.75,608.0,Yes
2725-IWWBA,Yes,No,Yes,No,Yes,Yes,No,No,No,Male,DSL,One year,Mailed check,0,46,56.9,2560.1,No
0345-HKJVM,No,No,No,No,No,No,Yes,Yes,No,Female,Fiber optic,Month-to-month,Electronic check,0,6,89.3,577.6,Yes
1061-PNTHC,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Mailed check,0,56,109.6,5953.0,No
0394-YONDK,Yes,Yes,No,No,No,No,No,No,No,Male,No,Two year,Credit card (automatic),0,70,25.15,1790.15,No
6574-MCOEH,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Female,DSL,One year,Electronic check,0,33,79.15,2531.4,No
7399-QHBJS,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Female,DSL,Two year,Credit card (automatic),0,72,66.75,4760.3,No
3049-SOLAY,No,Yes,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,3,95.2,292.85,Yes
0997-YTLNY,Yes,No,No,No,No,Yes,No,No,No,Female,DSL,Month-to-month,Mailed check,0,19,48.8,953.65,No
3317-HRTNN,No,No,No,No,No,No,Yes,Yes,No,Female,DSL,Month-to-month,Electronic check,1,5,45.7,198.0,Yes
9479-HYNYL,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,DSL,Two year,Credit card (automatic),0,71,80.7,5705.05,No
3235-ETOOB,No,No,Yes,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,8,74.5,609.9,Yes
9708-KFDBY,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Credit card (automatic),0,1,20.55,20.55,No
8058-INTPH,No,No,No,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,1,79.65,79.65,Yes
3642-GKTCT,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Mailed check,0,61,115.1,6993.65,No
0774-RMNUW,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Female,DSL,Two year,Bank transfer (automatic),0,71,59.7,4122.65,No
1334-PDUKM,No,Yes,No,Yes,Yes,No,No,No,No,Female,Fiber optic,One year,Credit card (automatic),0,68,86.45,5762.95,No
0756-MPZRL,No,No,No,No,Yes,Yes,No,No,No,Male,DSL,One year,Credit card (automatic),0,46,33.7,1537.85,No
2242-MFOTG,No,Yes,Yes,No,No,No,No,No,No,Male,Fiber optic,One year,Bank transfer (automatic),0,33,80.1,2603.3,No
2927-CVULT,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Female,Fiber optic,Two year,Bank transfer (automatic),0,53,104.05,5566.4,No
2144-BFDSO,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Female,Fiber optic,Month-to-month,Bank transfer (automatic),1,50,108.75,5431.9,No
8745-PVESG,No,No,Yes,No,Yes,Yes,No,No,Yes,Female,DSL,One year,Credit card (automatic),0,57,41.1,2258.25,No
7647-GYYKX,Yes,No,No,No,No,No,No,No,Yes,Female,No,Two year,Bank transfer (automatic),0,54,20.35,1092.35,No
5647-FXOTP,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,60,105.9,6401.25,No
5569-OUICF,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),1,28,101.3,2812.2,Yes
8821-XNHVZ,Yes,No,No,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,0,1,80.05,80.05,Yes
2082-OJVTK,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,29,89.2,2698.35,Yes
9700-ISPUP,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Female,DSL,Month-to-month,Electronic check,0,10,65.5,616.9,No
9839-ETQOE,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Male,DSL,Month-to-month,Electronic check,0,43,40.45,1912.85,No
6078-VESFR,No,No,No,No,No,No,No,No,No,Male,Fiber optic,Month-to-month,Bank transfer (automatic),1,13,70.45,849.1,No
9027-TMATR,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,DSL,Two year,Electronic check,0,43,78.8,3460.3,No
5940-NFXKV,Yes,Yes,No,No,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,19,83.65,1465.75,Yes
1941-HOSAM,Yes,No,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,1,90.1,90.1,No
9110-HSGTV,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,DSL,Two year,Credit card (automatic),0,69,82.45,5555.3,No
0704-VCUMB,No,No,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,61,20.25,1278.8,No
6171-ZTVYB,No,Yes,Yes,Yes,No,Yes,No,No,No,Male,DSL,Month-to-month,Bank transfer (automatic),0,43,66.25,2907.35,No
8053-WWDRO,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Bank transfer (automatic),0,6,19.5,146.3,Yes
9564-KCLHR,No,No,No,No,No,Yes,No,No,No,Male,DSL,Month-to-month,Mailed check,0,1,51.25,51.25,Yes
1935-IMVBB,No,No,No,No,No,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Mailed check,0,56,89.7,4952.95,No
2535-PBCGC,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Bank transfer (automatic),0,70,64.55,4504.9,No
2082-CEFLT,No,No,No,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Electronic check,0,1,45.6,45.6,Yes
1470-PSXNM,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Male,Fiber optic,One year,Electronic check,0,49,93.65,4520.15,No
1213-NGCUN,No,No,No,No,No,Yes,No,No,Yes,Female,DSL,Month-to-month,Bank transfer (automatic),0,6,49.65,267.35,Yes
2498-XLDZR,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Female,DSL,Two year,Mailed check,0,32,73.6,2316.85,No
9866-OCCKE,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Mailed check,1,72,109.75,8075.35,No
5338-YHWYT,Yes,No,Yes,Yes,No,Yes,No,No,No,Male,DSL,Two year,Credit card (automatic),0,37,61.45,2302.35,No
7718-UPSKJ,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),0,69,106.4,7251.9,No
8731-WBBMB,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Month-to-month,Bank transfer (automatic),0,26,81.9,2078.55,No
1448-CYWKC,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),0,58,105.2,6225.4,No
7901-IIDQV,No,Yes,No,No,No,Yes,No,No,No,Male,DSL,One year,Bank transfer (automatic),0,24,54.6,1242.25,No
2690-DVRVK,Yes,No,No,No,No,No,No,No,No,Male,No,One year,Electronic check,0,5,20.55,99.45,No
5688-KZTSN,Yes,No,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Electronic check,0,15,20.0,288.05,Yes
1270-XKUCC,Yes,No,No,No,No,No,No,No,No,Female,No,Two year,Mailed check,0,30,19.7,599.25,No
0334-ZFJSR,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Female,DSL,One year,Credit card (automatic),0,55,66.05,3462.1,No
2894-QOJRX,No,No,No,No,No,No,Yes,No,Yes,Female,DSL,Month-to-month,Bank transfer (automatic),0,25,34.0,853.0,Yes
5747-PMBSQ,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Male,Fiber optic,Month-to-month,Mailed check,1,10,92.5,934.1,Yes
5583-EJXRD,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,44,54.05,2375.2,No
4565-EVZMJ,No,No,Yes,Yes,No,Yes,No,No,Yes,Female,DSL,One year,Mailed check,0,47,58.9,2813.05,No
3143-JQEGI,Yes,No,No,No,No,No,Yes,Yes,No,Female,Fiber optic,Month-to-month,Electronic check,0,13,88.35,1222.8,Yes
6386-SZZKH,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Bank transfer (automatic),0,49,107.95,5293.2,Yes
3327-YBAKM,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Mailed check,0,64,96.9,6314.35,No
9441-QHEVC,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,1,19.1,19.1,No
6705-LNMDD,No,No,No,No,No,Yes,No,No,No,Male,DSL,Month-to-month,Mailed check,0,20,50.0,1003.05,No
2580-ASVVY,No,No,Yes,No,No,Yes,Yes,No,No,Female,DSL,Two year,Electronic check,0,37,45.4,1593.1,No
3370-GQEAL,Yes,Yes,No,No,No,No,Yes,No,No,Male,Fiber optic,Month-to-month,Electronic check,0,30,85.45,2509.95,No
5032-USPKF,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Female,DSL,One year,Bank transfer (automatic),0,38,84.1,3187.65,No
2982-IHMFT,No,Yes,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,1,1,74.45,74.45,Yes
3521-SYVOR,No,No,No,No,No,No,Yes,Yes,Yes,Female,DSL,Month-to-month,Electronic check,0,37,64.75,2345.2,Yes
4254-QPEDE,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Credit card (automatic),0,52,66.25,3330.1,No
6283-GITPX,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Male,DSL,Two year,Credit card (automatic),0,71,76.9,5522.7,No
9526-JAWYF,No,No,No,Yes,Yes,No,Yes,No,No,Male,Fiber optic,Month-to-month,Electronic check,0,26,89.8,2335.3,Yes
0771-CHWSK,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,66,74.6,4798.4,No
9788-HNGUT,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Credit card (automatic),0,72,116.95,8594.4,No
9495-REDIY,Yes,No,Yes,No,No,No,Yes,No,Yes,Male,DSL,One year,Credit card (automatic),0,25,40.65,970.55,No
5375-XLDOF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Bank transfer (automatic),0,69,114.35,7665.8,No
1172-VIYBP,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Male,DSL,Two year,Bank transfer (automatic),0,53,69.7,3686.05,No
5649-VUKMC,No,No,No,No,Yes,No,Yes,Yes,No,Female,Fiber optic,One year,Mailed check,0,12,95.5,1115.15,Yes
6559-PDZLR,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,26,98.65,2537.0,No
8992-OBVDG,No,No,No,No,Yes,No,No,Yes,No,Male,DSL,Month-to-month,Mailed check,0,21,61.65,1393.6,No
4273-MBHYA,Yes,No,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,1,89.35,89.35,No
4724-WXVWF,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,48,95.4,4445.3,No
5701-GUXDC,No,No,Yes,No,Yes,No,No,No,No,Female,DSL,One year,Credit card (automatic),0,26,35.4,978.6,No
1460-UZPRJ,No,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,60,19.95,1258.15,No
